,text,sentiment,value
22459,saying goodbye year awesome helping fit team Veritas,positive,1
22460,'toys Advanced load carrying system Low-cost 1-man outdoor shelter I get Wolverine glove,neutral,0
22461,Lovely walk morning missus drizzle matter,positive,1
22462,makes see people replying people followers would never reply back,negative,-1
22463,At home go sleep Goodnight twitter world,positive,1
22464,warm isnt O My arms sore Bad times My face little red S,negative,-1
22465,Oh snap ... kinda nuts right ... I told least 27 Thanks babes,positive,1
22466,waving wan na come get Diablo barked much til made sick,negative,-1
22467,Went run sinuses pissing,negative,-1
22468,new twitter .... needs studying,neutral,0
22469,How today,neutral,0
22470,hitting streets 40 hours living Lexington homeless No food ... bed ... problem No Facebook Twitter ... Pray us,negative,-1
22471,hungry want scrambled eggs grandma always makes perfect scrambled eggs mum sucks go make,neutral,0
22472,heyy deleted myspace account cause link side bar wont work says deleted wb ily,neutral,0
22473,yeah r. im going concert end month,neutral,0
22474,Are okay,neutral,0
22475,oh dear gareths b-day 2moro girlfriends abroad lucky niamh coming home 2moro poor gareth 2 listen 2 talk day,neutral,0
22476,I good thanks And sorry lil busy moment,positive,1
22477,Knock You Down playing ... Cna day get better I love How r u Missed u,neutral,0
22478,Internet stopped working right middle quantum leap grr,negative,-1
22479,please,neutral,0
22480,What wrong,negative,-1
22481,http //twitpic.com/6814w So glad Sam good mood,positive,1
22482,My Tummy Hurt,negative,-1
22483,Chillin,positive,1
22484,indeed much fail,negative,-1
22485,follow friday little later ... busy taking lady job,neutral,0
22486,less min lost 2 followers,neutral,0
22487,Nah ... honest I drinker .... would rather protein shake go run LOL,neutral,0
22488,hey guys planning So Cal headlining shows around time Blink tour We dont get Irvine,neutral,0
22489,And I want shut .... I really hate living step dad =-\ I wait move ...,negative,-1
22490,uploading photos Facebook Friendster ... Myspace later,neutral,0
22491,playing cool new website ... hopefully ready soon,positive,1
22492,mom aunt haha uncle adopted diff adoptive stories want chat sometime lmk,neutral,0
22493,finally effing internet effin need update wifi SG malls Idk miss dada craigie ......,negative,-1
22494,Why,neutral,0
22495,Why I still upppp LOL Work less 5 hours,neutral,0
22496,I want couple people said wasnt good,neutral,0
22497,Happy Mother Day Be sure say I 3 Mum,positive,1
22498,story life,neutral,0
22499,My storm acting .... Excited discussion session regarding Social Media Scott Lake CEO ThinkSM attending,negative,-1
22500,Just talked Anthony Rapp Face face,neutral,0
22501,I also fix iTunes blip.tv changes URL since part RSS feed,neutral,0
22502,well sure hope ...,neutral,0
22503,fun night tonight house looks purrrty Until tomorrow kids come home,positive,1
22504,Oh yea I feel really feckin tired today,negative,-1
22505,nothing right,neutral,0
22506,look like horse sam club card picture find hair brush hahaha possibly getting noah tomorrow,neutral,0
22507,stuck huge traffic jam,negative,-1
22508,_pax That sucks,negative,-1
22509,cool could call phone let calll number,positive,1
22510,I think I might get today My throat killing It feels like lungs,negative,-1
22511,Moveout fun Thank VT students working make VT best possibly,positive,1
22512,The Barry Gibb Talk show,neutral,0
22513,Yikes That poor girl BGT That quite hard watch,negative,-1
22514,My back kinds messed Strudel going live another town move I going miss little runt,negative,-1
22515,alive work finish 1300 sun,neutral,0
22516,omg himym one best shows earth,positive,1
22517,add myspace www.myspace.com/pwnage_org pcFOpc,neutral,0
22518,Maaaaaan lovely day shame ice-cream man near workplace decided business elsewhere got 99,neutral,0
22519,I proud You Solange,positive,1
22520,At wrk ... gtta come back tonite,neutral,0
22521,craving king sized snickers,neutral,0
22522,I one coloured one leg Its butterfly filled colour x,neutral,0
22523,Okay I want scream .... Idk one doc done 3 days week RRRRR,neutral,0
22524,kids eat salad getting crisps salad mr make bloody,negative,-1
22525,ooooo I was/am using iPhone version I use web sometimes twidget mac,neutral,0
22526,No betta nest I think despite heater gets chilly night,negative,-1
22527,aw I glad Where would one,positive,1
22528,oh /me still got around starting,neutral,0
22529,LOL dood love miss,neutral,0
22530,Yay I joy department,positive,1
22531,bamboo/jade green,neutral,0
22532,lester .... pitcher red sox,neutral,0
22533,happppppyyyy mothersdayyyyyyyyy mummy best,positive,1
22534,Ohhhhh I miss Brunch,negative,-1
22535,WELL think getting call anytime soon PAINTING MY NAILS,neutral,0
22536,I Metsies fan also Boo Hoo,positive,1
22537,Enjoying afternoon tea friends .. Cake delicacies equal sweet time,positive,1
22538,Hey guys group people belong 'Pune Institute Compute Technology college Pune via http //twibes.com/group/PICT,neutral,0
22539,You realllllllllly said,neutral,0
22540,G day Thanx following,positive,1
22541,Gon na miss Nanna Bampa She going lake disdrict Omg got disney channel Miss baby matt Love x Will mitchel,neutral,0
22542,Miley Cyrus great actress,positive,1
22543,Home Jack say I happy either,negative,-1
22544,Not much listening music I TX,neutral,0
22545,_sweetye I hope,positive,1
22546,Steve Aoki sorry May b nxt time,negative,-1
22547,I might guessed crafty lady like would laminator Mine cheap one worked brilliantly,neutral,0
22548,Well actually Larin name The 'model I besides sleeping crawling etc ..,neutral,0
22549,supposed visiting Austin Sun-Thurs .. feeling well since vaca Would said hello sure,negative,-1
22550,Do tell ...,neutral,0
22551,sittin fire ... yes,neutral,0
22552,omg trying fix pic working ugh also mom wont let sleep sanzz bad day,negative,-1
22553,grandma place mum celebrating mothers day 3 generations The 4th come,positive,1
22554,whole whole addiction talk brother lady .... broke couldnt help cry,negative,-1
22555,Waaaa I ran machine problem Yeah,neutral,0
22556,_onfire I think Letitia still trying upload digital problems I sure let us know,negative,-1
22557,I wish I could go drive .. movie store .. I wan na alone,negative,-1
22558,sitting Nathan Eddie Brenden chilling 1 AM haha great day I love life,positive,1
22559,feel like friday,neutral,0
22560,ahahaha okay deal snuff hermione,neutral,0
22561,There something wrong I tired I barely keep eyes open Yet I done last 3hrs toss turn bed,negative,-1
22562,sooo hard .... truck fish please,negative,-1
22563,_Blue chauffeur 'Some Kind Wonderful idea perfect woman,positive,1
22564,Bummer ... I missed Taylor Swift Today show Those plans day,negative,-1
22565,correction ... hot coco NKOTB cup sweety,positive,1
22566,"Nah could use hug three even option 2,000 miles away",neutral,0
22567,I looking forward crazy commute come everything going,neutral,0
22568,instant-messaging two favourite conversation guys,positive,1
22569,Follow Friday b/c needs followers,neutral,0
22570,starting get whole Twitter thing,neutral,0
22571,Still waiting email MAX So consider news bad news,negative,-1
22572,zul jin think spell doubt ever meet,neutral,0
22573,lounge HOURS ... productive upps time go,negative,-1
22574,NAT I going miss badly,negative,-1
22575,I get lot sleep last night And good thing reading,positive,1
22576,dyed hair back super black,neutral,0
22577,I aint blanco either .. Yo 100 Puerto Rican mami .... yo show muy amor yi tu ... yo se ...,neutral,0
22578,How vote wont let says closed votes category wan na vote,neutral,0
22579,Will ever come SF Bay Area preform feel left,negative,-1
22580,_Holden I must admit though part want get put,neutral,0
22581,Happy Star Wars Day,positive,1
22582,Hello lovely followers love peace house lolz We need weather,positive,1
22583,_Bill2030 And good morning,positive,1
22584,No poor week,negative,-1
22585,getting dressed go Granny another day twitting,neutral,0
22586,Geoff posted boo Coming Home From Tenerife Boo http //boo.fm/b25651,neutral,0
22587,What one TAMPA I excited hunt I far cities,neutral,0
22588,followfriday thank much I behind Still half I,positive,1
22589,cont told I love beans toast SO CUTE,positive,1
22590,early,negative,-1
22591,Joined facebook,neutral,0
22592,trying find friends luck,negative,-1
22593,omgggggggggg cant belive happened friend know missed thats nice,negative,-1
22594,GAH I headache hell Reminds lovely wife goes often,neutral,0
22595,Just got Skyfire http //get.skyfire.com/ Firts impressions looks good little memory hungry ageing HTC TyTN,neutral,0
22596,Aww I sorry boys sick I keep fingers crossed tails lol Stay well youself get better boys,neutral,0
22597,Swimming go,negative,-1
22598,mall worked turned depressing place,negative,-1
22599,going movies clancy,neutral,0
22600,I going FAFSA form today I hope help Ann Arbor Detroit Metro Area computers art design,neutral,0
22601,All food house sugar ants,neutral,0
22602,understanding would require taking paragraph 3 context But para5 COULD lead opting EVERY class,neutral,0
22603,Has finally mastered art uploading photo said Twitter You longer assume I heffer,neutral,0
22604,I stupid It Star Wars Day May 4th,neutral,0
22605,I would scratching head toooo,neutral,0
22606,missing hoping talk soon .. I happy mine though You idea .. 3,positive,1
22607,Here I staying talking hehe,neutral,0
22608,http //twitpic.com/4jcwm YES ubook Lenovo T400 finally arrived,positive,1
22609,ok thank,positive,1
22610,want somebody hold Alma tear tear,negative,-1
22611,... normal hours give interested twitter friends glimpse topic near dear us,neutral,0
22612,Brake time Nothing lunch Tonite,neutral,0
22613,Its,neutral,0
22614,I dont like things getting confused Seems happening alot lately,negative,-1
22615,Livin large huh I got hammock ... tree hang,neutral,0
22616,Spring cleaning episode 2 .... I really,neutral,0
22617,waiting someone SMS weeks nearly month,neutral,0
22618,happy mothers day ..,positive,1
22619,I got math ss,neutral,0
22620,Ooooh pretty Jen I sure love,positive,1
22621,hello,neutral,0
22622,I mean without,negative,-1
22623,So tired Work today,negative,-1
22624,KFC,neutral,0
22625,Three-quarters I believe Will finish tonight I blame errands certain loud bookstore,neutral,0
22626,bored tired got headache,negative,-1
22627,finishing washing dishes,neutral,0
22628,hope happy mothers day,positive,1
22629,So much summer hopefully comes favor nothing cancelled worked hard ...,positive,1
22630,words liana corber Moreover WIAIH humbling experience ... surprisingly decent night,positive,1
22631,let guess ... ran miles Respect dude I Maybe train,positive,1
22632,Okay people fones charged,neutral,0
22633,http //bit.ly/6Jo0v HOW GENIUS He looks good bret LOV HIM WHY cancelled concert france ready men,positive,1
22634,Evening Yorkshire warm overcast How NZ Don tell dark lol,neutral,0
22635,going see Hannah Montana movie ... lol ... dork huh,neutral,0
22636,I heard anything negative yet As former manager used tell If quiet happy,positive,1
22637,I gon na havta temp stop fllwing u ur talkin abt kobe bc I loveeeeeeee I taking personal I like lebron 2,positive,1
22638,Star Trek .. Did disappoint 5 star,positive,1
22639,Thanks sympathy It bad hour ago I started thinking appointment tomorrow,positive,1
22640,I know D I finally got component cables PS2 day instead playing P3 FES I played OoT,positive,1
22641,Good Morning Chairman board www.youtube.com/watch v=ivFM0pYyUcy living thing ....,positive,1
22642,colds nearly gone yayness greys anatomy tonight .double yay,positive,1
22643,I blue lol http //twitpic.com/67zgz,neutral,0
22644,wondering earth new tools,positive,1
22645,Wah fav whattaburger location closing 31st Good thing I moving Mon/fri,neutral,0
22646,silly wendy You know I speak French hours study ride begins,neutral,0
22647,Happy Mother Day mothers mothers-to-be My mom getting special gift today,positive,1
22648,Rose City Sirens uber cool last night Wish I could stayed longer,positive,1
22649,starving chem quiz due noon,negative,-1
22650,A hungry fool Ill probably never see Krispy Kreme Had enjoy They closing,neutral,0
22651,dad wants computer I best taking lapity-topity mac specialist tomorrow hopefully make teh owwie go awayz,positive,1
22652,weebo dying,negative,-1
22653,Getting ready go Brighton find new suit GreshamBlake Sunday time,neutral,0
22654,chipotle line door I really want,neutral,0
22655,Great cover http //blip.fm/~5jq9o,positive,1
22656,u follow please,neutral,0
22657,I sure Mrs. follow gets comfortable new computer may hhrs,neutral,0
22658,Hmm ... I go make time machine go forward 12:00 God im genius .. Oh yeh dont ... x,neutral,0
22659,lol I realised sending messages meant page exist,neutral,0
22660,I way ...,neutral,0
22661,It blatently fault shoving bag I said I felt much tricked,negative,-1
22662,Will try Our Pei Wei closed I try,neutral,0
22663,likee lott lott think really hot hot 8 good night,positive,1
22664,made want taco bell sara oh well going go change jammies,neutral,0
22665,I think I ever one,neutral,0
22666,BGT Piers buzzed little girls singing,negative,-1
22667,Sigh 1 problem though need call Stooopid LIME aka Cable Wireless reconnect interent 2 day without net sads,negative,-1
22668,Rejecting food substances,negative,-1
22669,Decided matter good hair looks curly justify burn I get curler My hands covered I suck,neutral,0
22670,May 4th Happy Star Wars Day twirps ROFL,positive,1
22671,wait see pls come back iowa theatre,positive,1
22672,Hey Polka dots black dress Both glam Mobile twitter bit mo,neutral,0
22673,I need food It took hour get work morning Leaving time get morning coffee bagel,neutral,0
22674,HAPPY MOTHER S DAYYY,positive,1
22675,whyyyy,neutral,0
22676,super I caught cold plane far forward line I like extra sleep dearly needed,neutral,0
22677,phone w. Chantellie 3,neutral,0
22678,_Diva_Dee26 teehee Im glad entertain ye,positive,1
22679,going work amazing charity event big brothers big sisters mind working good cause,positive,1
22680,Har Har swineflu everywhere http //twitpic.com/4jb4o via,neutral,0
22681,time get work already starting day bad missed UP screening morning el capitan,negative,-1
22682,I think The parent trap High school musical,neutral,0
22683,woke ... feelin lil better 3,positive,1
22684,thanks,positive,1
22685,Starting spoil pug since brother Max passed away Tuesday We miss,negative,-1
22686,_0407 place boo dual voice challenge challenging,neutral,0
22687,prolly E71 ... I think anything else I unfortunately Singtel customer,negative,-1
22688,My Chemical Romance Official Sodahead Profile http //www.sodahead.com/mychemicalromance/,neutral,0
22689,miss 16 th,neutral,0
22690,Wow crazy night ever changing emotions I liked tho,positive,1
22691,Morning ... I woke watch Today show You rocked girl Wish I could So close far away,neutral,0
22692,UNLIKE POs oakland hated,negative,-1
22693,_supernatural_ http //twitpic.com/6695k Awwww poor boys cries So sad ..,negative,-1
22694,My boss called anerexic,negative,-1
22695,Tataindicom good Tatasky Airtel broadband better,positive,1
22696,home whoott Happy Mother Day Madre,positive,1
22697,finally started serious revision completed english BG mock,neutral,0
22698,oh great hope blast,positive,1
22699,feel like I house arrest,negative,-1
22700,I need cheering,neutral,0
22701,Joan legend I wait apprentice finale im addicted think need rehab LOL tweet later .. xoxo,positive,1
22702,I really miss phone cant wait till new one comes,negative,-1
22703,It pleasure Will wary girlie marshmallows lol You might saved life .lol,positive,1
22704,Dinner=Buffalo burger provolone cheese melted top beefsteak tomatoes spinach Divine Pic facebook come,neutral,0
22705,bummer bro sorry hear,negative,-1
22706,I vote Mr twitter universe I bit stuck,negative,-1
22707,got little scare tonight couldnt fall back sleep started working digital imaging project looking good,neutral,0
22708,sitting bed thinking,neutral,0
22709,attending CIC parents orientation tomorrow ... need wake early,neutral,0
22710,http //twitpic.com/4w269 My 789 pacman pic,neutral,0
22711,crazy time nothing ashamed timid osocute bashfulness,neutral,0
22712,haha nice Have fun doll Hopefully I see ya soon I miss ur face,positive,1
22713,beautiful bride gon na love married life absolutely rocks congrats,positive,1
22714,_Doll Yes I live Milwaukee would love attend closing talk,positive,1
22715,Thats good Keep guys Would love come visit sonetime,positive,1
22716,met Sarah Kelly ... wow ... amazing woman God gave free t-shirt got ta love free merch,positive,1
22717,I said I think try,neutral,0
22718,.. wink,neutral,0
22719,Just got work,neutral,0
22720,Poor dear Your fellow mavens What gym belong PEAC,negative,-1
22721,Ugh Waiting visitors pass get post taking FOREVER,negative,-1
22722,Carol Vorderman cancelled interivew ... I proof non-believers,negative,-1
22723,awe thanks,positive,1
22724,I really want Shish kebab ... Going settle toast,neutral,0
22725,I feel funny Hmmp better amazing day I LOVE HOW I KNOW SAMMY ROVIN GOT A TEXT ABOUT THIS TWEET 3333,positive,1
22726,'Its calander.'Calendar COLLANDER Bahaha That part hilarious course whole thing hilarious,positive,1
22727,DEMI YOU WERE SO PRETTY WITH YOU RE BANGS AND EVERYTHING .YOU LOOK TOO GROWN UP IN THIS PICTURE liked bangs,positive,1
22728,My computer SO slooowww morning I think sign I go home play yard,neutral,0
22729,4 lonestar pitchers If I still recovering last weekend bout irresponsible gluten consumption,negative,-1
22730,My back soooooo hurting,negative,-1
22731,take mmm definitely,neutral,0
22732,_beli haha yeah u oh well theres always next yr chin princess hehe,neutral,0
22733,hi Nick I really like serie JONAS awesome See soon concert kisses Marta,positive,1
22734,got three grades far Math11 B Acct1B A Bio19 A Good times Sad math grade though,neutral,0
22735,Urm ouch sucks You need crutches What happened I hope get/feel better soonest,neutral,0
22736,OMG .. 5 days till 1st state exam,neutral,0
22737,I sick Ians coming good,neutral,0
22738,hugs hugs hugs I glad feeling better,positive,1
22739,rain rain rain wow actually LOVE rain ....,positive,1
22740,Guinness got 2 new toys mom dads house Hooray free stuff,positive,1
22741,But date script That really bad So midway thru pitch catch He gets butthurt storms His loss,negative,-1
22742,hahaha funnyy,positive,1
22743,Yep open Sunday hours tho,neutral,0
22744,lol.well.hope find someone give massage wish could half world away lol,positive,1
22745,whopee TGIF fun job,positive,1
22746,vma guess .. also wan na go london june demi lovato concert one going,negative,-1
22747,May 4th today I round weekend one session happy 4th Fintster,positive,1
22748,Awwwwwwww man baby dried,negative,-1
22749,I,neutral,0
22750,_Read perhaps background apps,neutral,0
22751,god ... im suffering greatly ... hair sitting blazing sunshine v v bad sunburn,negative,-1
22752,dope background,positive,1
22753,_Tanyya O awww leave shes ace Shes one fav actresses,neutral,0
22754,_micster How hell hair fall constantly,negative,-1
22755,Chatted old schoolmates Awww I miss Highschool,negative,-1
22756,rentaphone yesy,neutral,0
22757,Applying part time jobs LMAO Hopefully someone needs help ~AP~,positive,1
22758,Roommate sssnoring And throat dry,negative,-1
22759,sick wifes bday= double,negative,-1
22760,England x,neutral,0
22761,unfort DM b/c ur following,neutral,0
22762,Working late night Dell notebook Dell quality gone hill warrenty service sucks poor people buy Mac instead,negative,-1
22763,want candy,neutral,0
22764,Varsity Fanclub never,neutral,0
22765,Hahaaaha,neutral,0
22766,bout take shower .... cold shower,neutral,0
22767,Just watched 'Marley Me Cute movie Going watch 'Twilight soon Love,positive,1
22768,-- sorry running uncle Terry living potential expecting next return,negative,-1
22769,dammit hulu desktop totally screwed ability talk particular port one dev servers watch code,negative,-1
22770,Flypside When good .. must creat presentation english guys,positive,1
22771,work work work,neutral,0
22772,requested date guest honour ...,neutral,0
22773,Writers 'They make wonder foisting little pipe dreams stories head onto people I like writing,neutral,0
22774,I sowwy It sucks I know I Yay half days though,negative,-1
22775,Miss,negative,-1
22776,gables apartments corporate nice,positive,1
22777,Finally reunited Hunny bunny_0802 I days b4 leaves another week away work night,positive,1
22778,Sometimes twitter makes feel like outsider ..,negative,-1
22779,Hey Wahts happening coffeclub .. I didnt coffee two days,neutral,0
22780,nature called BRB,neutral,0
22781,HALLELUJAH I finally finished Careers assignment The feeling finishing task great idea Or maybe lol,positive,1
22782,Think wearing bermudas cinema good idea outside humid like cwazy,negative,-1
22783,new twitter,neutral,0
22784,I love Mindy She favorite employee,positive,1
22785,sad going miss Dream Team party ... didnt RSVP time,negative,-1
22786,_christie keep faith soon,neutral,0
22787,Headed home dad duty tonight Might take kids course Although boys took 11 last night chipping contest,neutral,0
22788,Leaving SF soon I might cry,neutral,0
22789,Man great sense humour ... Venky Pachad,positive,1
22790,oh sorry hear sad,negative,-1
22791,Happy Sunday work,positive,1
22792,aww bless give chance ..,positive,1
22793,crowntown think may meet let get ready ill let know,neutral,0
22794,I goin bed,neutral,0
22795,I goin way til b.dix gets swimming tomorrow,neutral,0
22796,'Thank god go ...,neutral,0
22797,This California sunny ... But makes kinda sad,negative,-1
22798,new picture upload,negative,-1
22799,She boyfriend,neutral,0
22800,ans lion ....... kicked dogs,negative,-1
22801,walking water annapolis froyo shoes,neutral,0
22802,two hours I setting 600-mile drive home Mostly I hoping goes quickly,positive,1
22803,_Phelps hello michael nice day,positive,1
22804,It Friday I job weekend,neutral,0
22805,love,positive,1
22806,I got overexcited pizza burned mouth,negative,-1
22807,thank We blast,positive,1
22808,Why close library due great weather And ac working fb,positive,1
22809,_Obsession lol gon na 80 water prob cold heck ...,negative,-1
22810,disembarking Tswassen saw pod killer whales ^^ finished pointing never seen bc killer whales,neutral,0
22811,Too easy Happy Mother Day great mom,positive,1
22812,At t.g.i fridays With favorite people ever .. We made reservation 20 like 50 people Hahah,positive,1
22813,I love tweets ... Your sweet,positive,1
22814,I smell cake I see cake oven,neutral,0
22815,I queen losing things Important things like keycards bus passes,neutral,0
22816,GREG NOOOOO DON LEAVE ME U SHUD HAVE GONE THROOOOOOOOOOOOOO im gon na find u restaurant worry lol cry cry cry,negative,-1
22817,Going strange weekend Probably srtarting working til midnight tonight,negative,-1
22818,Why hurt Does bring joy see cry You know I love anything yet u break heart everyday,positive,1
22819,A 25 year old zebra wind Lol,neutral,0
22820,stupid playstation stupid controllers work I play kingdom hearts,negative,-1
22821,_juliamarie people appreciate nature sad lil dude survive,negative,-1
22822,ugly What programmes open,negative,-1
22823,That would panic little Maybe read orbitron gym like I ... else fails,negative,-1
22824,called get nest time sure maybe come LA soon hella wana go Disneyland,neutral,0
22825,much 1 pm think going get done,negative,-1
22826,I love Alex Pardee colours picturs differnt,positive,1
22827,gooooood morning,positive,1
22828,goodnight twitterverse,positive,1
22829,awwwwweeee nick,neutral,0
22830,At hospital .. Uncle surgury heart attack,negative,-1
22831,I see I guess must lots Hawks fans Texas twitter,neutral,0
22832,Thats ok ... ur good person My Idol soo good people deserve sum good comments .. hows weather ova der -- London cold,positive,1
22833,eating maccies,neutral,0
22834,constantly looking clockkk .. come 11pm,neutral,0
22835,yup .. sad eh .. Betty man .. betty,negative,-1
22836,Well yeah But mom wan na drive way Sac far away,neutral,0
22837,And I back sooper dooper extra bharia extra dhumchik two day stay mom place yay It fun fun feelin,positive,1
22838,worked long time kinda miss I miss anna seen prob SLO summer,negative,-1
22839,I going jordan jeffs wedding next weekend atl,neutral,0
22840,ew tongue kiss,neutral,0
22841,Beautiful day Ocracoke hope thunderstorms stay away afternoon ... looking good,negative,-1
22842,gets worse every year 2010/2011 worst oh 6 months today,negative,-1
22843,Walmart opening first store Amritsar tomorrow places ... horror .. hoping limited wholesale,positive,1
22844,yay dad agreed pay tuition equipment yipee till nxt jan tho,positive,1
22845,I BET BLACK PLANET LOL I DIDNT HAVE A PROBLEM WITH IT BUT SHE WAS UGLY,neutral,0
22846,booked appointment give blood 18:20pm 2nd June Scared,negative,-1
22847,want see go audio someone take please 5DAYS L,neutral,0
22848,Just chillin .. I bit bored boohoo,neutral,0
22849,I miss,negative,-1
22850,EVERYONE KEEP CHECKING DEMISTYLESOURCE.COM .... NEW UPDATE COMING SOON,neutral,0
22851,sad rats becoming aggressive guinea pigs I seperate,negative,-1
22852,Great sunbathing garden And afternoon I watching ADO see win important match tv,positive,1
22853,Daddy left ................. without http //yfrog.com/13pdrmj,negative,-1
22854,http //twitpic.com/4jjlc I love If pouring rain I still want go,positive,1
22855,chillin LOOOONNNGGG day basketball hella tired sleepy time zzzz,negative,-1
22856,try sort fabric today ... busy bee,neutral,0
22857,I really happy ... drunk really happy,positive,1
22858,got kansas city excited fun weekend family sis parker josh,positive,1
22859,Tom graduated today,neutral,0
22860,got back home ... bored,neutral,0
22861,hmm sorry I went mia,negative,-1
22862,hell youtube working NO NO NO NO NO NO NO NNO NO,negative,-1
22863,words live http //blip.fm/~5z3ij,neutral,0
22864,well I get real clear shot I got best I could ... silly people walking admitting ER ...,positive,1
22865,dw never,neutral,0
22866,didnt get joke,negative,-1
22867,Yeah About time My film SLR sits quietly ignored It time step,negative,-1
22868,love,neutral,0
22869,getting back together one album .. heard,neutral,0
22870,_normal Shucks Sorry Sometimes I get wrapped FB forget check doin,negative,-1
22871,I missed announcement Something flow concert Can anyone fill,neutral,0
22872,Happy mama day mamas,positive,1
22873,_DESIGN allright Looking forward ..,positive,1
22874,_erica /hugs worst Mine used really bad first day .. sometimes even get bed,negative,-1
22875,yes new one I adore though love Vincent,neutral,0
22876,sorry love left overs come sat mi casa ton birthday tons food,negative,-1
22877,Had much fun jï¿½ family Happy bday beautiful aunt s2,positive,1
22878,Ohhh regal man-cat But blocked,negative,-1
22879,ouch,neutral,0
22880,TGIF Its GORGEOUS day Reno today And I stuck inside,neutral,0
22881,lights concerns Lol Stay safe,neutral,0
22882,leave calcutta-delhi-lucknow tomorrow ... 10 days absence,neutral,0
22883,A hike woods four little kids exhausting right Wrong LOL .. Try downright masochistic,neutral,0
22884,I love baby see cool,positive,1
22885,really gutwrenching So sad,negative,-1
22886,I M A JUMP OFF A BRIDGE ... NOT REALLY BUT I WANT TO VOTE TELL THEM TO FIX IT JUST 2 MORE DAYS YOU NEED TO WIN,positive,1
22887,week awful,negative,-1
22888,deleted lott facebook friends ask friend want idgaf,negative,-1
22889,LOL yeah I forgot TweetDeck statuses So funny,positive,1
22890,Today sad day Tucson http //tr.im/mQ39 I shall miss sour cream apple pie fondue separate seating groups dogs,negative,-1
22891,Hey old writing avoidance Write 1 continuous flow non stop 4 10 mins=trick I use 2 loosen gremlins,neutral,0
22892,Not funny I wont jump,negative,-1
22893,sounds like great idea wish I could make,positive,1
22894,Yes addicted half twitter friend updates,neutral,0
22895,ive spent lazy day today finding interesting people follow reinforced saying ... takes sorts people ...,neutral,0
22896,would fun much enough time money,neutral,0
22897,aw sad leave tokyo come back.please,negative,-1
22898,Stupid hand Have A2 flop nut low top pair But guy also low flush Quartered 5900,negative,-1
22899,awe .. got ta go .. mom commands sleep already ..,negative,-1
22900,CLAY AIKEN GET ME AN AUTOGRAPH,neutral,0
22901,Morning Chip loved new html format ezine,positive,1
22902,reals wtf,negative,-1
22903,welcome back school study hard take time smell roses,neutral,0
22904,Long to-do list Little desire,negative,-1
22905,Off bed .. Nighty night everyone,neutral,0
22906,done packing everything else ... leaving 3 hours ...,neutral,0
22907,_bandoni Ok see da climbing,neutral,0
22908,workyy trying get point I smile 3Lin-Man tonight,neutral,0
22909,I think today I shall listen Gary Numan starting remixes,neutral,0
22910,Well I send email pick fave cake ice cream flavor 'cup part belgian chocolate,neutral,0
22911,know awful never fear got loads funds drunken catch post-exams ja,neutral,0
22912,finish sketches und go skate Yeeeehaaa got new deck,neutral,0
22913,Download Backseat Goodbye latest album FREE http //freecd.backseatgoodbye.com/,neutral,0
22914,take fan,negative,-1
22915,followers,neutral,0
22916,Wow- sharing long list,neutral,0
22917,Hubby needs vacation Thank God leaving Myrtle Beach week,positive,1
22918,I watched favorite movie A Walk Remember romantic sad love,neutral,0
22919,Sad babies make angsty writing,negative,-1
22920,Dude awesome,positive,1
22921,fantastic love things Krautrock,positive,1
22922,Went see Wolverine husband work today pretty good,positive,1
22923,It patio weather Kirkland It also launch-yer-boat weather except I missing boat part,negative,-1
22924,Just got hours ago So yet,neutral,0
22925,I incredibly happy person 100 energy Love dance laugh ... thing I know.I one earth ppl,positive,1
22926,Just lovely walk dog ... In dark But nice walk though HEHE x,positive,1
22927,ME TOO hehe hate colds totaly annoying ...,negative,-1
22928,lol blip.fm twitter hate song btw,negative,-1
22929,Awww thanks Jon I appreciate,positive,1
22930,About get wisdom teeth pulled,neutral,0
22931,On way work I runnin late I sooooo tired,negative,-1
22932,trying plan huge birthday party,neutral,0
22933,ipod came back visits cali china alaska ... home im work ...,neutral,0
22934,May 4th,neutral,0
22935,Why embossers expensive Can I get one cheap Trying save 75 Papersource order goes TONIGHT Sry bank account,neutral,0
22936,Sometimes feel pathetic going bed early Oh well TOTALLY get clam chowder tomorrow =D,negative,-1
22937,good morning twiggas twitches http //bbltwt.com/sciif getcha motivation,positive,1
22938,haha .. yeah .. 10th May .. lol .. im greeting advance haha,positive,1
22939,listening litle hyperbirdies terrorizing world since 4.30 lets cook em,negative,-1
22940,front u day waved u didnt eddie izzard,neutral,0
22941,love Really simple think word put twi front clever,positive,1
22942,Thanks hun I wearing new goldmine e/s big false lashes show,neutral,0
22943,safe flight ...,positive,1
22944,Sly party enjoying life partying tonight ..... maybe,positive,1
22945,I case And yeah I start work tomorrow Very excited,positive,1
22946,Not problem I loved idea course photos perfect,positive,1
22947,even little bit biKnightual ha ha ... tweedeck see spelling problem BK .... ha love anyway,neutral,0
22948,suggesting loan deferment,positive,1
22949,srsly BGT joke maaan lame ughhhh work tomorah get early,negative,-1
22950,I told u I tried 88 said 2 late cause girl I took 4ever 2 get ready wanted meet 11,negative,-1
22951,traitor whiskey coke aphrodisiac,neutral,0
22952,still working fb,neutral,0
22953,Got attics w sadie art work included good times broke head phones bad times still happy buy attics,neutral,0
22954,Being followed compliance Great Have watch I say,positive,1
22955,people txting ... sorry phone dead resurrect hopefully verizon replace back tonight,neutral,0
22956,hehe im smiling ... u still got ta make,positive,1
